sentiment,sentiment_label,Cleaned_Tweet
neutral,1,begitu jg org yg paling merasa islami dgn membangun narasi yg ditujukan kpd pendapat yg berbeda sbg liberal sekuler munafiq antek asing
negative,0,kl sy gk betah bg makanya sy dr kmren mnta desak mpr sidang istimewa turunkan jokowi jk
neutral,1,mata gue gak sipit
negative,0,gua paling normal diantara member autis xf0x9fx98x82
negative,0,najis bngt lo berdua kenapasi bully adek atipxf0x9fx98x9e
negative,0,buaya nye ga gede2 dah
neutral,1,teriak bubarkan pki itu bagai orang yang pulsa listrik rumahnya habis tetapi malah mengutuk semua orang karena ketidaktahuannya sendiri
neutral,1,saat ini tren konsumsi video terus bertumbuh dan memerlukan lebih banyak data
neutral,1,lukman hakim saifuddin secara substansial kepercayaan itu agama
neutral,1,bajingan iyak itu sebutan yg pantes buat orang kaya lu
neutral,1,ya allah sy mohon scptnya ganti presiden biar indonesia selamat
negative,0,jawapos saat paul pogba selebrasi gol terdengar tiruan suara monyet
neutral,1,pendukung prabowo spt arb sda adl orangorang bejad tabiatnya kasar termasuk org ini gtgt  smoga dilaknat oleh allah
negative,0,iya tni ad emang nafsu banget pengen ikutan di pemerintahan doktrin kekaryaan makanya dia dukung soekarno bubarkan parlemen dgn dekrit
neutral,1,buat lo gak usah bahas ekonomi yg morat marit deh gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu lo antek aseng bukan gegara aseng kek congor lo negara gwe jd hina kek gini nega
negative,0,bloon bgt si yg jadi alucard
negative,0,soeharto dalang segala bencong hehe
negative,0,bubarkan kpk perkuat lemabaga negara sistem politik
negative,0,aku gtu juga bukan cuma nayeon tapi 9 member twice suka ngepost di instastory tntg mereka dan suka di bilangin lesbi saya karena bucin bgt sama twice
neutral,1,xe3x85xa4n dari tubuhku yang kurus ini walau masih muda orang itu memiliki punggung yang sudah terlihat tegap dan lebar matanya sipit dengan dua tanda di kelopaknya dan garis wajahnya terlihat menggambarkan watak galaknncont
negative,0,pokcoy ih bloon nya pacar kuuu
negative,0,indosiar emtek group selalu gembel kalo nyiarin bola
negative,0,penampilan serasa paling suci sedunia tp kelakuan kyk setan ga punya empati ama keluarga korban bom kmrn
negative,0,sebenernya cebong eh berudu seolah terfait accomplianies nyapres atau tetap gubernur hidup mrk tetap ga tenang nikmat bgt gw dah klo lg begini buat mainin cebong
neutral,1,udh tau kok pasukan nasi bungkusyg kasihan itu mereka yg merasakan dki skrgbuat yg dki harap bersabarini cobaan wkwkwk
neutral,1,duh lebay nyanank didik soeharto katanya bahwa benar bob hasan itu pernah jdi mentri dlm kbinet pembangunan masa jbatan cm 3 bln 16 maret 1998 xe2x80x93 21 mei 1998 bob hasan aka mohammad h
negative,0,kecuali manusia dan monyet semua mamalia buta warna
neutral,1,betapa biadabnya teroris budha myanmar ini
negative,0,rp haneul doyan nyepong kontolyang on retweet
negative,0,kebaca onta masa nnmoga debaynya cowok ya nan mau aku modusin hahaha
negative,0,mampuuss  di tembak dalem banget silvyy  lo urusin tuh dapurr  gak punya program demennya nyerang terus
negative,0,rt  ngentot dengan sekertaris yang sexyn    xe2x80xa6
negative,0,guwe anjing penasaran iya iya lah bisa ngomong maju lu sini garuda kuping budek
neutral,1,bro  ente sebut kitab suci fiksi berarti semua agama bkn dari wahyu pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama konstitusi dan norma agama ente ini penista semua agama yg paling kotor
neutral,1,sontoloyo dan sok paling bener mungkin dia iparan sama allah swt xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
negative,0,rt  akibat putus cinta sahabat sendiri diewe juga yg penting sama2 lubang toh lebih rapet bool drpd memek  xe2x80xa6
neutral,1,deklarasi pilkada 2018 aman dan anti hoax paguyuban budidaya lele jabon
negative,0,ahok di lantik gubernur bukan anis anis ga pantes jadi gubernur
neutral,1,pd thn 780 agama buddha sdh cukup kokoh dalam peradaban masyarakat pd masa itu hingga mampu membangun candi yg amat luas candi sewu prambanannpd waktu yg bersamaan penganut agama hindu di utara jg membangun candi yh tak kalah besarnya
neutral,1,selain ntu saya hendak berkata begini ntidak kudu keras dilawan dgn keras seperti kung fu kadang kita perlu pake tai chi kelembutan dgn mempergunakan kekuatan lawan
negative,0,mulut buaya dia mah
positive,2,kalo mau buat hoax yg pinter dikit dongudah dungu jgn begokasian ntar pengikut nya ikutan dungu dan tololxf0x9fx98x82xf0x9fx98x82xf0x9fx98x89xf0x9fx98x89xf0x9fx98x89xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x
neutral,1,urusannya duit siapa dapat apa kalau nanti itungan bisnisnya pemerintah indonesia untung ya kita tepuk tangan kalau buntung ya resiko punya rezim model gini tapi itu nanti setelah ketauan harganya janjinya harga wajar wajar buat siapa
neutral,1,jadi ini ada plakat gitu isinya kerjasama antara polisi indonesia sama polisi tionghoa tapi menurut penjelasan polisinya itu mereka tolak karena harus ke mabes tapi liat fotonya malah udah kaya selametan gitu
negative,0,bela ibu asma dewi sebagai bentuk solidaritas atas kekejaman rezim anti islam
negative,0,rt   tolol itu banyak yg bela penista agama walau sudah tersangka
neutral,1,waini kurang minum kopi luwak biar gak deg2an alias kocak si pak bolotnya pas depan congor xf0x9fx98xb9xf0x9fx98x82
neutral,1,hasil akhir menyatakan  melindungi ahok terdakwa penista agama
negative,0,cieada mau yang nariknarik gatot nurmantyo bersaing dgn jokowi nihgak pas lah tni aktif lohkalau buat 2019 prabowo mau ditinggalin
neutral,1,nga usah debat sama para kampret kerena otaknya sudah d rendam kencink onta
neutral,1,khofifah merupakan srikandi nu yang pantas menduduki kursi gubernur jatim 2018 dengan didampingi emil dardak sebagai wakil baguss
neutral,1,berawal dari mikir nyeleneh kenapa tuhan ku ciptain anjing dan babi yg jelas di kitab ia mengharamkan kedua nya bahkan untuk babi menyentuh kulit nya yg basah saja sudah termasuk haram akal ku belum sampai kesana mungkin aku kurang baca
neutral,1,itu semalem di  juga ada banyak pck  pekerja cocot komersial
negative,0,mu ngapa gue ngikutin beritanya bencongbencong itu yaelah
neutral,1,tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang nnnor
neutral,1,kalau cuma soal melokalisasi agama nu sudah kalah kreatif dengan kristen protestan di indonesia ada kristen jawa batak dsb p
negative,0,rt   bikin darah mendidih bangsat penuh dengan propaganda emang lo kira islam radikal kalau kami mau
negative,0,pbb pandangan saya naik secara signifikan  paling bagus pasangan presiden incumben melawan gatot nurmantyo amp yusril
negative,0,gaes hanya presiden  yang blusuk an dihampir seluruh pelosok negri ini  jokowi mendengar langsung keluhan dan keinginan warganya serta mengecek sendiri program pemerintah  nih video pemimpin yg duduk sama rendah berdiri sama tinggi bersama r
neutral,1,____ warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214
negative,0,setan si lu ya
neutral,1,gwe lagi celeng gak bikin synna esmosi jangan mancing dong
neutral,1,kenapa cebong kelojotan dengan takjil  nkalo kalian waras buatlah takjil yang sama bukannya ngamuk ngamuk ngga karuanngiliran presiden di hina kalian mingkemn n
negative,0,kampang memang
negative,0,rezim tukang nipu hoax  anti kritik
negative,0,cebong kurang kopi eta mahxf0x9fx98x81nharga harga naik ngakunya masih bisa beli padahal mah ngutang xf0x9fx98x82
neutral,1,para tokoh politik yang bersebrangan sama pemerintah smkin brani bicara kasar jauh dari etika si parabowo brani bilang elit goblog siapa yg dia maksudanda sekolah dimana wo sampai kapan pun anda tdk akan jadi presidenanggota dewan sudah brani bilang kementrian agama bangsat
neutral,1,cara berpikir bayi tabung perpaduan sperma kampret dan onta jangan pernah diragukan lagi
negative,0,monyet yang di sumber juga masih pada idup tuhxf0x9fx99x8a
neutral,1,kata cebong nah telur naik cuma 3000an aja berisik dasar kampret miskin xf0x9fx98x8fxf0x9fx98x8fxf0x9fx98x8f
neutral,1,selamat sore tweeps hari ini 184 presiden jokowi memimpin rapat terbatas  di istana kepresidenan bogor rabu 184 membahas mengenai percepatan pelaksanaan berusaha online single submissionoss berikut beberapa poin arahannya simak ya
positive,2,gimana menyelesaikan kasus impor alutsista brimob ini pak   kl gk mampu mending mundur ajalah pak
negative,0,aww good luck aku suka pusing kalau bahas budaya populer
negative,0,nama gatot saptono al al khaththath status tersangka kasus pemufakatan makar dugaan pendukung anies sandi
negative,0,jelang pilkada pemkab garut kebut cetak 116 ribu ektp
negative,0,yeeee indonesia hebat indonesia dibanjiri tenaga kerja asing  pk jokowi kren deh top banget kalau bisa presiden seumur hidup ayo dukung jokowi balik ke solo
negative,0,anjinganjing orde baru kayak  emang tukang ngibulkgk malu mengaku ustadz
negative,0,indosat eek
neutral,1,di maiyah tidak ada keamanan tapi selalu aman karena masingmasing setiap diri yang hadir di maiyah adalah prajurit keamanan kita selalu belajar saling mengamankan menyamankan dan membahagiakan
neutral,1,nggak terlalu berlebihan cukup butuh presiden yang gak takut miskin hartahilang kuasa dan tahta
neutral,1,ayat apa yang dingajikan perintah perangi bunuh dan penggal kafir
negative,0,yang komunis itu siapa
positive,2,
neutral,1,melalui sedulur ngaji semoga allah ijinkan gus ipulmbak puti jadi gubernur dan wagub jatim
neutral,1,puisi sukmawati puisi sang iblis
negative,0,yeuh kunyuk
negative,0,yang ada di otaknya tentang kesetaraan gender cuma telanjang dasar mesum cacad
neutral,1,pada jamilah ih aisyah nya lesbixf0x9fx98x83
neutral,1,bismillah superiorprinting harga ecer lgnpolos135kprint 145k lusinlgnpolos 120kprint130k  bahan  serena drifit pe sp info order pin 5fd97626 wa 081210090063 ig  sriyonoyn
negative,0,udik bener kasian mau ditidurin
neutral,1,saya hari ini menyaksikan mulai dari petani masyarakat ulama dan pemerintah mendukung program  untuk suriah berupa 1000 ton beras  ahyudin presiden act  yuk simak penjelasan lebih lengkapnya dalam video berikut
negative,0,kenapa mesti diproyekkan ke asing katanya nasionalis pancasilaiskoq pilih asing janganjangan antek asing nih
negative,0,itu artinya bacot lo
negative,0,ternyata tol ngutang ke jepang lewat 3 jokowi layak di makzulkan turunkan jokowi
neutral,1,akulturasi suatu agama di suatu daerah adalah keniscayaan seperti juga kristen di jawa yg berjalan berbarengan dengan tradisi jawa tapi kenapa tidak ada istilah kristen nusantara kristen adlh kristen islam adlh islam penyebutan isl
neutral,1,anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala anda membiadabkan
negative,0,rt  kirim foto kontol kalian yg fulln kalo tertarik kita vc
neutral,1,jangan sombong tau hey manusia itu sumber bau diantaranya  bau kaki bau itu bau udel bau ketek congean korong cileuh bau kepala dan bau mulut  bau karbit jengkoleun comberan dan bangke
negative,0,rt  melayani 2 kontol security di meeting room rt for the video
negative,0,anjing tai goblok idiot bangsat monyet babi fucc kont ngents goblok nniya tau kasar bgt maaf
neutral,1,knp menang ya aniessandi  hrs usut kpu dkiwalau telatdr awal sdh banyak yg g wajarkampanyeintimidasi2dll
negative,0,udah gue tinggal beli batagor sampe balik lagi blm mulai anjir ngaret amat
negative,0,e n g g a k dah tuh pengen gue mute anjir
negative,0,wah bawang nya aseng nih gan
negative,0,mampus lu anaknya langsung nongol
neutral,1,rt  bisa kagak oum buat dapetin jodohnnntu mah pake pelet jepang ajah dek lebih effektifnnhonda beat dgn honda jazz ntu bxe2x80xa6
neutral,1,anda berpeluang menjadi tokoh perubahan pak lukman jelaskan hidup untuk allah swt sesat
negative,0,sini om jilatin memek nya mau nggak
neutral,1,anjirnngue ngecek berkali kali buat mastiin itu cewe beneran apa cowo siapa tau tipuan kaya video yg lain ternyata asli cewe xf0x9fx98xadnnterlepas dari gender tetep gabener sih astaga xf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xad semoga ade gue ga begini aamiin
negative,0,rt   nniklan bego buatan partai bego untuk pemilih bego
negative,0,tambah acak acakan  ntar lagi ada pahlawan kesiangan yg gagalkan kudeta pki aja gak pakai gelar pahlawan
neutral,1,kubu prabowo selalu menilai negatif kebijakan jokowi pemilihan presiden2019
negative,0,mau dong ngewe kaya gitu
negative,0,kampang lo anj
neutral,1,xe2x80x9cmbak gak ikut meetingxe2x80x9dnnxe2x80x9ckatanya gapapa tadixe2x80x9dnnlha berarti tadi diajak meeting disuruh tapi si bloon diam aja kayak patungnnmiskom somplak xf0x9fx98x94
neutral,1,biaya ambil alih mayoritas saham 51 pt fi us5 miliar minimum dr utang kpd perbankan asing itu blm lagi sbgi pemegang saham mayoritas hrs taro duit utk bangun smelter pemurnian  pembangkit listrik blm lg biaya xe2x80x9cdeep cave mini
neutral,1,rt  anies ombudsman perwakilan itu tidak sama dengan ombudsman republik indonesia ingat2 itu yannombudsman ri ombudsman perwakixe2x80xa6
neutral,1,lebay bener duda ini ya
negative,0,presiden  keluhkan minimnya publikasi asian games xviii
neutral,1,angkat tradisi dan budaya rakyat banyuwangi kunci kesuksesan bec 2017
negative,0,ohh iya yekan dulu pas ada acara di tempo yang ngewakilin tim sukses aniessandi kan si indra j piliang wkwkwk tukang narkoba
negative,0,cowo yg hobi selfie itu ga ada beda ny sama lekong amp banci kaleng
neutral,1,anda salah menyebut keberserahdirian bapak menteri agama itu ekspresi tuhan datang melayani bukan minta disembah2
negative,0,sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam
neutral,1,cebong kampretos bilang yg penting infrastruktur jalan truz g apa yg lain mahal dan naikxf0x9fx90xb8xf0x9fx91x89xf0x9fx9axbd
positive,2,di amerika diketahui sekitar 200000 orang setiap tahunnya pindah dari agama kristen ke agama islam
neutral,1,rt   namanya juga sandirawa para pecundang bubarkan ajah  klo cma urus kasus ecek2 g brani urus blbi rssw dll
positive,2,giat bhabinkamtibmas aiptu martin sembiring menyambangi tomas dan masyarakat desa labuhan labo memberi pesan kamtibmas anti berita hoax isu sara dan ujaran kebencian serta jaga persatuan kebersamaan situasi aman tka demikian dilaporkan
neutral,1,kenapa orang orang sumbu pendek nggak protes ke prabowo yang menolak adanya pemberian sumbangan terhadap orangorang rohingya ya
negative,0,tolak perppu tolak rezim otoriter perppu pintu masuk lengserkan jokowi
neutral,1,jadi anda masih sama gagal paham mengenai kegagalan merangkul saya dari tadi cuap2 percuma anda gagal paham contoh kelompok yg mana 212 kemarin presiden aman2 saja tidak disa
negative,0,wkwk mampus lo jung ruby
negative,0,tong kemana waktu pak presiden dihina
neutral,1,kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh
neutral,1,cinta buta itu cinta yg tak mendengar dan melihat fakta yg ada seperti kotoran kucing rasa coklat sependapat gak prof
negative,0,mampus lu kalah kan lawan gua
negative,0,ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk
neutral,1,apes beneeeer dapet jadwal shift pagi cuma 4 hari besok off lusa shift malam sampai sabtu depan  badan makin cungkring ampuuuun zzzzzz
neutral,1,koruptor dan teroris pelanggar ham beratkoruptor membunuh rakyat dgn pelanmembikin rakyat miskinbodoh dan kehilangan haknya dgn struktur dan sistematisrakyat msh bnyk yg kekurangan gizi dan kelaparan dpr malah sibuk korupsi
positive,2,saya setuju siapapun yang dipasangkan dengan jokowi dan saya setuju untuk tidak mencoblos pasangan tersebut
neutral,1,tibatiba membatalan keputusannya sikap syahrir berubah setelah dicegah oleh tokoh partai tionghoa indonesiaxe2x80x99xe2x80x99 kata teguh
negative,0,bunga melati dan bunga bangkai kalau bisa berkata piye ya
negative,0,rt  dibubarkan amp  diusir ke yordania
negative,0,presiden minta sistem perizinan berusaha terintegrasi segera diterapkan   âï âpresiden minta perizinan berusaha terintegrasi segera diterapkanâ
neutral,1,emang ahok siapa orang penting dia hanya penista agama
negative,0,ga ngerti gua nikmatnya dimana orang orang yang sengaja ikut desak desakan diangkutan umum demi nyenggol bokong doang
negative,0,bacot reza urusin saja anak istrimu itu etapi garagara reply anda saya jadi galau lagixf0x9fx98xad
